service_id,date,exception_type
UTEISAGOST,20220815,2
DOMAGOST,20220815,1
UTEIS,20221005,2
DOM,20221005,1
UTEIS,20221101,2
DOM,20221101,1
UTEIS,20221201,2
SAB,20221201,1
UTEIS,20221208,2
SAB,20221208,1
SABVERAO,20220723,1
DOMVERAO,20220724,1
UTEISVERAO,20220725,1
UTEISVERAO,20220726,1
UTEISVERAO,20220727,1
UTEISVERAO,20220728,1
UTEISVERAO,20220729,1
SABVERAO,20220730,1
DOMVERAO,20220731,1
