route_id,direction_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,shape_id
107,1,DOMVERAO,107_1_Y_26,Estádio do Dragão,1,,107_1_1_shp
107,0,DOMVERAO,107_0_Y_27,Areias,1,,107_0_1_shp
107,1,DOMVERAO,107_1_Y_28,Estádio do Dragão,1,,107_1_1_shp
107,0,DOMVERAO,107_0_Y_29,Areias,1,,107_0_1_shp
107,0,DOMVERAO,107_0_Y_30,Areias,1,,107_0_1_shp
107,1,DOMVERAO,107_1_Y_31,Estádio do Dragão,1,,107_1_1_shp
107,0,DOMVERAO,107_0_Y_32,Areias,1,,107_0_1_shp
107,1,DOMVERAO,107_1_Y_33,Estádio do Dragão,1,,107_1_1_shp
107,0,DOMVERAO,107_0_Y_34,Areias,1,,107_0_1_shp
10M,0,DOMVERAO,10M_0_Y_1,Vila D'Este,1,,10M_0_1_shp
10M,1,DOMVERAO,10M_1_Y_2,Aliados,1,,10M_1_1_shp
10M,0,DOMVERAO,10M_0_Y_3,Vila D'Este,1,,10M_0_1_shp
10M,1,DOMVERAO,10M_1_Y_4,Aliados,1,,10M_1_1_shp
10M,0,DOMVERAO,10M_0_Y_5,Vila D'Este,1,,10M_0_1_shp
10M,1,DOMVERAO,10M_1_Y_6,Aliados,1,,10M_1_1_shp
10M,0,DOMVERAO,10M_0_Y_7,Vila D'Este,1,,10M_0_1_shp
10M,1,DOMVERAO,10M_1_Y_8,Aliados,1,,10M_1_1_shp
10M,0,DOMVERAO,10M_0_Y_9,Vila D'Este,1,,10M_0_1_shp
10M,1,DOMVERAO,10M_1_Y_10,Aliados,1,,10M_1_1_shp
11M,0,DOMVERAO,11M_0_Y_1,Coimbrões,1,,11M_0_1_shp
11M,1,DOMVERAO,11M_1_Y_2,Hosp. S. João,1,,11M_1_1_shp
11M,0,DOMVERAO,11M_0_Y_3,Coimbrões,1,,11M_0_1_shp
11M,1,DOMVERAO,11M_1_Y_4,Hosp. S. João,1,,11M_1_1_shp
11M,0,DOMVERAO,11M_0_Y_5,Coimbrões,1,,11M_0_1_shp
11M,1,DOMVERAO,11M_1_Y_6,Hosp. S. João,1,,11M_1_1_shp
11M,0,DOMVERAO,11M_0_Y_7,Coimbrões,1,,11M_0_1_shp
11M,1,DOMVERAO,11M_1_Y_8,Hosp. S. João,1,,11M_1_1_shp
11M,0,DOMVERAO,11M_0_Y_9,Coimbrões,1,,11M_0_1_shp
11M,1,DOMVERAO,11M_1_Y_10,Hosp. S. João,1,,11M_1_1_shp
12M,1,DOMVERAO,12M_1_Y_1,Aliados,1,,12M_1_1_shp
12M,0,DOMVERAO,12M_0_Y_2,Sto. Ovídio,1,,12M_0_1_shp
12M,1,DOMVERAO,12M_1_Y_3,Aliados,1,,12M_1_1_shp
12M,0,DOMVERAO,12M_0_Y_4,Sto. Ovídio,1,,12M_0_1_shp
12M,1,DOMVERAO,12M_1_Y_5,Aliados,1,,12M_1_1_shp
12M,0,DOMVERAO,12M_0_Y_6,Sto. Ovídio,1,,12M_0_1_shp
12M,1,DOMVERAO,12M_1_Y_7,Aliados,1,,12M_1_1_shp
12M,0,DOMVERAO,12M_0_Y_8,Sto. Ovídio,1,,12M_0_1_shp
12M,1,DOMVERAO,12M_1_Y_9,Aliados,1,,12M_1_1_shp
12M,0,DOMVERAO,12M_0_Y_10,Sto. Ovídio,1,,12M_0_1_shp
12M,1,DOMVERAO,12M_1_Y_11,Aliados,1,,12M_1_1_shp
13M,1,DOMVERAO,13M_1_Y_1,Av.Aliados,1,,13M_1_1_shp
13M,0,DOMVERAO,13M_0_Y_2,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,DOMVERAO,13M_1_Y_3,Av.Aliados,1,,13M_1_1_shp
13M,0,DOMVERAO,13M_0_Y_4,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,DOMVERAO,13M_1_Y_5,Av.Aliados,1,,13M_1_1_shp
13M,0,DOMVERAO,13M_0_Y_6,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,DOMVERAO,13M_1_Y_7,Av.Aliados,1,,13M_1_1_shp
13M,0,DOMVERAO,13M_0_Y_8,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,DOMVERAO,13M_1_Y_9,Av.Aliados,1,,13M_1_1_shp
13M,0,DOMVERAO,13M_0_Y_10,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,DOMVERAO,13M_1_Y_11,Av.Aliados,1,,13M_1_1_shp
1M,1,DOMVERAO,1M_1_Y_1,Av. Aliados,1,,1M_1_1_shp
1M,0,DOMVERAO,1M_0_Y_2,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,DOMVERAO,1M_1_Y_3,Av. Aliados,1,,1M_1_1_shp
1M,0,DOMVERAO,1M_0_Y_4,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,DOMVERAO,1M_1_Y_5,Av. Aliados,1,,1M_1_1_shp
1M,0,DOMVERAO,1M_0_Y_6,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,DOMVERAO,1M_1_Y_7,Av. Aliados,1,,1M_1_1_shp
1M,0,DOMVERAO,1M_0_Y_8,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,DOMVERAO,1M_1_Y_9,Av. Aliados,1,,1M_1_1_shp
1M,0,DOMVERAO,1M_0_Y_10,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,DOMVERAO,1M_1_Y_11,Av. Aliados,1,,1M_1_1_shp
200,0,DOMVERAO,200_0_Y_1,Pr. Cid. Salvador,1,,200_0_1_shp
200,1,DOMVERAO,200_1_Y_2,Bolhão,1,,200_1_1_shp
200,0,DOMVERAO,200_0_Y_3,Pr. Cid. Salvador,1,,200_0_1_shp
200,1,DOMVERAO,200_1_Y_4,Bolhão,1,,200_1_1_shp
200,0,DOMVERAO,200_0_Y_5,Pr. Cid. Salvador,1,,200_0_1_shp
200,1,DOMVERAO,200_1_Y_6,Bolhão,1,,200_1_1_shp
200,0,DOMVERAO,200_0_Y_7,Pr. Cid. Salvador,1,,200_0_1_shp
202,0,DOMVERAO,202_0_Y_6,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_7,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_8,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_9,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_10,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_11,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_12,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_13,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_14,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_15,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_16,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_17,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_18,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_19,Alberto Macedo,1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_20,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_21,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_22,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_23,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_24,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_25,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_26,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_27,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_28,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_29,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_30,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_31,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_32,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_33,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_34,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_35,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_36,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_37,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_38,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_39,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_40,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_41,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_42,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_43,Alberto Macedo,1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_44,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_45,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_46,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_47,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_48,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_49,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_50,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_51,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_52,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_53,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_54,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,DOMVERAO,202_1_Y_55,Aliados (via Rot. Bessa),1,,202_1_1_shp
202,0,DOMVERAO,202_0_Y_56,Rot. Bessa,1,,202_0_1_shp
203,1,DOMVERAO,203_1_Y_1,Marquês,1,,203_1_1_shp
203,0,DOMVERAO,203_0_Y_2,Pr. Cid. Salvador,1,,203_0_1_shp
203,1,DOMVERAO,203_1_Y_3,Marquês,1,,203_1_1_shp
203,0,DOMVERAO,203_0_Y_4,Pr. Cid. Salvador,1,,203_0_1_shp
205,0,DOMVERAO,205_0_Y_22,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_23,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_24,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_25,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_26,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_27,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_28,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_29,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_30,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_31,Mte Burgos (Circ.),1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_32,Lidador,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_33,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_34,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_35,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_36,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_37,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_38,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_39,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_40,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_41,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_42,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_43,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_44,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_45,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_46,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_47,Mte Burgos (Circ.),1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_48,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_49,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_50,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_51,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_52,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_53,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_54,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_55,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_56,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_57,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_58,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_59,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_60,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_61,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_62,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_63,Campanhã,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_64,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_65,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_66,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_67,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_68,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_69,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_70,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_71,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_72,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_73,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_74,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_75,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_76,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_77,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_78,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_79,Mte Burgos (Circ.),1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_80,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_81,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_82,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_83,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_84,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_85,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_86,Castelo do Queijo,1,,205_0_1_shp
205,1,DOMVERAO,205_1_Y_87,S. Roque,1,,205_1_1_shp
205,0,DOMVERAO,205_0_Y_88,Castelo do Queijo,1,,205_0_1_shp
207,0,DOMVERAO,207_0_Y_31,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_32,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_33,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_34,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_35,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_36,Campanhã,1,,207_1_1_shp
207,1,DOMVERAO,207_1_Y_37,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_38,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_39,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_40,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_41,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_42,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_43,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_44,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_45,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_46,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_47,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_48,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_49,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_50,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_51,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_52,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_53,Campanhã,1,,207_1_1_shp
207,1,DOMVERAO,207_1_Y_54,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_55,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_56,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_57,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_58,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_59,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_60,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_61,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_62,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_63,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_64,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_65,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_66,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_67,Foz (Mercado),1,,207_0_1_shp
207,1,DOMVERAO,207_1_Y_68,Campanhã,1,,207_1_1_shp
207,0,DOMVERAO,207_0_Y_69,Foz (Mercado),1,,207_0_1_shp
208,1,DOMVERAO,208_1_Y_1,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_2,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_3,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_4,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_5,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_6,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_7,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_8,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_9,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_10,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_11,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_12,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_13,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_14,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_15,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_16,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_17,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_18,Aldoar,1,,208_0_1_shp
208,0,DOMVERAO,208_0_Y_19,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_20,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_21,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_22,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_23,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_24,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_25,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_26,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_27,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_28,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_29,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_30,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_31,Aldoar,1,,208_0_1_shp
208,1,DOMVERAO,208_1_Y_32,Trindade,1,,208_1_1_shp
208,0,DOMVERAO,208_0_Y_33,Aldoar,1,,208_0_1_shp
301,0,DOMVERAO,301_0_Y_24,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_25,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_26,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_27,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_28,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_29,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_30,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_31,Circular Sá da Bandeira - Hosp. S. João,1,301_0_Y_2,301_0_1_shp
301,0,DOMVERAO,301_0_Y_32,Carvalhido,1,301_0_Y_2,301_0_1_shp
304,0,DOMVERAO,304_0_Y_1,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_2,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_3,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_4,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_5,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_6,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_7,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_8,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_9,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_10,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_11,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_12,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_13,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_14,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_15,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_16,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_17,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_18,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_19,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_20,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_21,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_22,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_23,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_24,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_25,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_26,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_27,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_28,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_29,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_30,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_31,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_32,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_33,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_34,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_35,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_36,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_37,Sta. Luzia (Norte),1,,304_0_1_shp
304,1,DOMVERAO,304_1_Y_38,Aliados,1,,304_1_1_shp
304,0,DOMVERAO,304_0_Y_39,Sta. Luzia (Norte),1,,304_0_1_shp
305,1,DOMVERAO,305_1_Y_1,Cordoaria,1,,305_1_1_shp
305,0,DOMVERAO,305_0_Y_2,Hosp. S. João,1,,305_0_1_shp
305,1,DOMVERAO,305_1_Y_3,Cordoaria,1,,305_1_1_shp
305,0,DOMVERAO,305_0_Y_4,Hosp. S. João,1,,305_0_1_shp
305,1,DOMVERAO,305_1_Y_5,Cordoaria,1,,305_1_1_shp
305,0,DOMVERAO,305_0_Y_6,Hosp. S. João,1,,305_0_1_shp
305,1,DOMVERAO,305_1_Y_7,Cordoaria,1,,305_1_1_shp
305,0,DOMVERAO,305_0_Y_8,Hosp. S. João,1,,305_0_1_shp
305,1,DOMVERAO,305_1_Y_9,Cordoaria,1,,305_1_1_shp
305,0,DOMVERAO,305_0_Y_10,Hosp. S. João,1,,305_0_1_shp
