shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
CG,41,2627487182617,-8,61698627471924,22,
CG,41,2689056396484,-8,61538696289063,23,
CR,41,2689056396484,-8,61538696289063,0,
CR,41,2627487182617,-8,61698627471924,1,
CR,41,2535781860352,-8,62830829620361,2,
CR,41,243968963623,-8,62855529785156,3,
CR,41,2346343994141,-8,62393665313721,4,
CR,41,2290191650391,-8,62689685821533,5,
CR,41,222339630127,-8,63899612426758,6,
CR,41,2169075012207,-8,64097785949707,7,
CR,41,2082328796387,-8,64712238311768,8,
CR,41,2006988525391,-8,64970302581787,9,
CR,41,1941604614258,-8,65577125549316,10,
CR,41,188102722168,-8,654465675354,11,
CR,41,1824226379395,-8,65214920043945,12,
CR,41,1772537231445,-8,64649772644043,13,
CR,41,1729621887207,-8,64176559448242,14,
CR,41,1655502319336,-8,6363468170166,15,
CR,41,1605758666992,-8,62828159332275,16,
CR,41,1585845947266,-8,62224578857422,17,
CR,41,1571083068848,-8,61672306060791,18,
CR,41,1522789001465,-8,60929870605469,19,
CR,41,1497840881348,-8,60590076446533,20,
CR,41,148796081543,-8,59834861755371,21,
CR,41,1466979980469,-8,59297752380371,22,
CR,41,1505355834961,-8,58624458312988,23,
EG,41,160717010498,-8,58241558074951,0,
EG,41,1505355834961,-8,58624458312988,1,
EG,41,1466979980469,-8,59297752380371,2,
EG,41,148796081543,-8,59834861755371,3,
EG,41,1497840881348,-8,60590076446533,4,
EG,41,1522789001465,-8,60929870605469,5,
EG,41,1571083068848,-8,61672306060791,6,
EG,41,1585845947266,-8,62224578857422,7,
EG,41,1605758666992,-8,62828159332275,8,
EG,41,1655502319336,-8,6363468170166,9,
EG,41,1729621887207,-8,64176559448242,10,
EG,41,1772537231445,-8,64649772644043,11,
EG,41,1824226379395,-8,65214920043945,12,
EG,41,188102722168,-8,654465675354,13,
EG,41,1941604614258,-8,65577125549316,14,
EG,41,2002944946289,-8,65555858612061,15,
EG,41,2160682678223,-8,654541015625,16,
EG,41,2330131530762,-8,65659332275391,17,
EG,41,2382469177246,-8,65821170806885,18,
EG,41,2375221252441,-8,665207862854,19,
EG,41,2370758056641,-8,66944217681885,20,
ER,41,2370758056641,-8,66944217681885,0,
ER,41,2375221252441,-8,665207862854,1,
ER,41,2382469177246,-8,65821170806885,2,
ER,41,2330131530762,-8,65659332275391,3,
ER,41,2160682678223,-8,654541015625,4,
ER,41,2002944946289,-8,65555858612061,5,
ER,41,1941604614258,-8,65577125549316,6,
ER,41,188102722168,-8,654465675354,7,
ER,41,1824226379395,-8,65214920043945,8,
ER,41,1772537231445,-8,64649772644043,9,
ER,41,1729621887207,-8,64176559448242,10,
ER,41,1655502319336,-8,6363468170166,11,
ER,41,1605758666992,-8,62828159332275,12,
ER,41,1585845947266,-8,62224578857422,13,
ER,41,1571083068848,-8,61672306060791,14,
ER,41,1522789001465,-8,60929870605469,15,
ER,41,1497840881348,-8,60590076446533,16,
ER,41,148796081543,-8,59834861755371,17,
ER,41,1466979980469,-8,59297752380371,18,
ER,41,1505355834961,-8,58624458312988,19,
ER,41,160717010498,-8,58241558074951,20,
AG,41,1712989807129,-8,54293823242188,0,
AG,41,1751556396484,-8,54196166992188,1,
AG,41,1798248291016,-8,54360389709473,2,
AG,41,1855697631836,-8,54589176177979,3,
AG,41,1834526062012,-8,553955078125,4,
AG,41,1794204711914,-8,56026363372803,5,
AG,41,1757583618164,-8,56212043762207,6,
AG,41,1741218566895,-8,57353401184082,7,
AG,41,170768737793,-8,577317237854,8,
AG,41,1657104492188,-8,57863903045654,9,
AG,41,160717010498,-8,58241558074951,10,
AG,41,1505355834961,-8,58624458312988,11,
AG,41,1466979980469,-8,59297752380371,12,
AG,41,148796081543,-8,59834861755371,13,
AG,41,1497840881348,-8,60590076446533,14,
AG,41,1522789001465,-8,60929870605469,15,
AG,41,1571083068848,-8,61672306060791,16,
AG,41,1585845947266,-8,62224578857422,17,
AG,41,1605758666992,-8,62828159332275,18,
AG,41,1655502319336,-8,6363468170166,19,
AG,41,1729621887207,-8,64176559448242,20,
AG,41,1772537231445,-8,64649772644043,21,
AG,41,1824226379395,-8,65214920043945,22,
AG,41,188102722168,-8,654465675354,23,
AG,41,1902351379395,-8,66103744506836,24,
AG,41,1857681274414,-8,66118907928467,25,
AG,41,1803817749023,-8,66623210906982,26,
AG,41,1791076660156,-8,67354583740234,27,
AG,41,1806983947754,-8,68122673034668,28,
AG,41,1801719665527,-8,68855285644531,29,
AG,41,1839065551758,-8,69146919250488,30,
AG,41,1874847412109,-8,69339084625244,31,
AG,41,1882057189941,-8,68512344360352,32,
AR,41,1882057189941,-8,68512344360352,0,
AR,41,1874847412109,-8,69339084625244,1,
AR,41,1839065551758,-8,69146919250488,2,
AR,41,1801719665527,-8,68855285644531,3,
AR,41,1806983947754,-8,68122673034668,4,
AR,41,1791076660156,-8,67354583740234,5,
AR,41,1803817749023,-8,66623210906982,6,
AR,41,1857681274414,-8,66118907928467,7,
AR,41,1902351379395,-8,66103744506836,8,
AR,41,188102722168,-8,654465675354,9,
AR,41,1824226379395,-8,65214920043945,10,
AR,41,1772537231445,-8,64649772644043,11,
AR,41,1729621887207,-8,64176559448242,12,
AR,41,1655502319336,-8,6363468170166,13,
AR,41,1605758666992,-8,62828159332275,14,
AR,41,1585845947266,-8,62224578857422,15,
AR,41,1571083068848,-8,61672306060791,16,
AR,41,1522789001465,-8,60929870605469,17,
AR,41,1497840881348,-8,60590076446533,18,
AR,41,148796081543,-8,59834861755371,19,
AR,41,1466979980469,-8,59297752380371,20,
AR,41,1505355834961,-8,58624458312988,21,
AR,41,160717010498,-8,58241558074951,22,
AR,41,1657104492188,-8,57863903045654,23,
AR,41,170768737793,-8,577317237854,24,
AR,41,1741218566895,-8,57353401184082,25,
AR,41,1757583618164,-8,56212043762207,26,
AR,41,1794204711914,-8,56026363372803,27,
AR,41,1834526062012,-8,553955078125,28,
AR,41,1855697631836,-8,54589176177979,29,
AR,41,1798248291016,-8,54360389709473,30,
AR,41,1751556396484,-8,54196166992188,31,
AR,41,1712989807129,-8,54293823242188,32,
DR,41,1832618713379,-8,60223960876465,0,
DR,41,1812515258789,-8,60452079772949,1,
DR,41,1742477416992,-8,60360717773438,2,
DR,41,1696853637695,-8,59874439239502,3,
DR,41,1653022766113,-8,598464012146,4,
DR,41,1611213684082,-8,60427188873291,5,
DR,41,1572189331055,-8,60914134979248,6,
DR,41,1522789001465,-8,60929870605469,7,
DR,41,1485824584961,-8,6109447479248,8,
DR,41,1449394226074,-8,61081504821777,9,
DR,41,137638092041,-8,60864639282227,10,
DR,41,1338691711426,-8,60748863220215,11,
DR,41,1296653747559,-8,60611629486084,12,
DR,41,1260566711426,-8,60562705993652,13,
DR,41,1196594238281,-8,60622978210449,14,
DR,41,1155471801758,-8,60655498504639,15,
