route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
F,FS,FS56,Senhora da Hora,0,,FG
F,FS,FS57,Senhora da Hora,0,,FG
F,FS,FS58,Senhora da Hora,0,,FG
F,FS,FS59,Senhora da Hora,0,,FG
F,FS,FS60,Senhora da Hora,0,,FG
F,FS,FS61,Senhora da Hora,0,,FG
F,FS,FS62,Senhora da Hora,0,,FG
F,FS,FS63,Senhora da Hora,0,,FG
F,FU,FU0,Senhora da Hora,0,,FG
F,FU,FU1,Senhora da Hora,0,,FG
F,FU,FU2,Senhora da Hora,0,,FG
F,FU,FU3,Senhora da Hora,0,,FG
F,FU,FU4,Senhora da Hora,0,,FG
F,FU,FU5,Senhora da Hora,0,,FG
F,FU,FU6,Senhora da Hora,0,,FG
F,FU,FU7,Senhora da Hora,0,,FG
F,FU,FU8,Senhora da Hora,0,,FG
F,FU,FU9,Senhora da Hora,0,,FG
F,FU,FU10,Senhora da Hora,0,,FG
F,FU,FU11,Senhora da Hora,0,,FG
F,FU,FU12,Senhora da Hora,0,,FG
F,FU,FU13,Senhora da Hora,0,,FG
F,FU,FU14,Senhora da Hora,0,,FG
F,FU,FU15,Senhora da Hora,0,,FG
F,FU,FU16,Senhora da Hora,0,,FG
F,FU,FU17,Senhora da Hora,0,,FG
F,FU,FU18,Senhora da Hora,0,,FG
F,FU,FU19,Senhora da Hora,0,,FG
F,FU,FU20,Senhora da Hora,0,,FG
